name,x,y,CORE-TSO_country,CORE-TSO_tso,OSM_type,OSM_name,OSM_country,OSM_voltage,OSM_operator,OSM_alt_name,Comments,CORE-TSO-name,geometry,transformer_dupplicate,v_nom,,,,
118591672,5.75990216689589,49.5410830610067,BE,ELIA,Polygon,Poste électrique du Mont Saint-Martin,FR,225000,RTE,,"Manually corrected (tie-line). In FR, but not part of the grid, just as Tie-Line with BE","MONT-SAINT-MARTIN, MT-SAINT-MARTIN",POINT (5.759902166895893 49.54108306100668),False,220,,,,
500788534,3.20972038436797,51.2650684997819,BE,ELIA,Polygon,Nemo Link Converter Station,BE,380000,Elia,,"Manually corrected (tie-line). In BE, but a HVDC converter station",NEMO CONVERTOR STATION,POINT (3.209720384367968 51.26506849978194),False,400,,,,
98648381,8.2323,47.5559,DE,Amprion GmbH,Polygon,Unterwerk Beznau,CH,380000,220000,110000,Swissgrid, Axpo,,Manually corrected (tie-line). In CH,Beznau,POINT (8.2323 47.5559),False,400,
50319857,8.0504,47.5505,DE,Amprion GmbH,Polygon,Laufenburg,CH,380000,220000,,,Manually corrected (tie-line). In CH,"Laufenburg, Y-Kuehmoos, Y-Laufenburg",POINT (8.0504 47.5505),False,400,,,
95840891,9.2694,55.0369,DE,TENNETGMBH,Polygon,400 kV Kassø,DK,400000,220000,150000,Energinet,,Manually corrected (tie-line). In DK,Kasso,POINT (9.2694 55.0369),False,400,,
145583866,11.3924551476094,47.2363186890215,DE,TENNETGMBH,Polygon,Umspannwerk Vill,AT,220000,TIWAG,,"Manually corrected (tie-line). In AT, but also in DE",Vill,POINT (11.39245514760937 47.23631868902148),False,220,,,,
8890888,6.7533,58.6707,DE,TENNETGMBH,MultiPolygon,Ertsmyra trafostasjon ,NO,420000,Statnett,,"Manually corrected (tie-line). In NO, Nordlink HVDC connection",Ertsmyra,POINT (6.7533 58.6707),False,400,,,,
397960460,7.75265,47.53915,DE,TRANSNETBW,Polygon,Asphard ,CH,380000,ALPIQ AXPO,,Manually corrected (tie-line). In CH,Asphard,POINT (7.75265 47.53915),False,400,,,,
190819048,7.9464,47.3175,DE,TRANSNETBW,Polygon,Unterwerk Oftringen,CH,220000,swissgrid,,Manually corrected (tie-line). In CH,Oftringen,POINT (7.9464 47.3175),False,220,,,,
103653567,7.63,43.8279,FR,RTE,Polygon,Camporosso,IT,220000,Enel Distribuzione,,Manually corrected (tie-line). In IT,CAMPOROSSO,POINT (7.63 43.8279),False,220,,,,
74869121,7.936,45.2329,FR,RTE,Polygon,Rondissone,IT,380000,Terna,,Manually corrected (tie-line). In IT,RONDISSONE,POINT (7.936 45.2329),False,400,,,,
491424937,7.00848,45.16233,FR,RTE,Polygon,Venaus G1 G2,IT,380000,Enel Produzione,,Manually corrected (tie-line). In IT,VENAUS,POINT (7.00848 45.16233),False,400,,,,
196538101,-0.31561,42.62839,FR,RTE,Polygon,Subestación de Biescas,ES,220000,Acciona,,Manually corrected (tie-line). In ES,BIESCAS,POINT (-0.31561 42.62839),False,220,,,,
196207063,-1.9685,43.2598,FR,RTE,Polygon,Subestación Eléctrica de Hernani,ES,400000,220000,132000,,,Manually corrected (tie-line). In ES,HERNANI,POINT (-1.9685 43.2598),False,400,,
31110032,-1.84251,43.30508,FR,RTE,Polygon,Arkale,ES,220000,,,Manually corrected (tie-line). In ES,ARKALE,POINT (-1.84251 43.30508),False,220,,,,
178294745,2.2822,41.9572,FR,RTE,Polygon,Subestació de Vic,ES,400000,132000,"Red Eléctrica de España, S.A.",,Manually corrected (tie-line). In ES,VICH,POINT (2.2822 41.9572),False,400,,,
203815422,22.624,48.4164,HU,MAVIR,Polygon,Мукачеве-400,UA,400000,220000,110000,35000,Укренерго,,Manually corrected (tie-line). In UA,"Mukachevo, Mukacevo",POINT (22.624 48.4164),False,400,
89109496,19.71343,46.03984,HU,MAVIR,Polygon,Subotica 3,RS,400000,110000,EMS,,Manually corrected (tie-line). In RS,Subotica,POINT (19.71343 46.03984),False,400,,,
142155240,24.2489,49.3865,HU,MAVIR,Polygon,Західноукраїнська-750,UA,750000,330000,15750,6000,Укренерго,,Manually corrected (tie-line). In UA,Zahidno Ukrainska,POINT (24.2489 49.3865),False,750,
236110936,19.6126,45.01639,HR,HOPS,Polygon,Сремска Митровица 2 ,RS,400000,220000,110000,EMS,,Manually corrected (tie-line). In RS,S. Mitrovica,POINT (19.6126 45.01639),False,400,,
89827347,17.7697,43.3028,HR,HOPS,Polygon,TS Mostar ,BA,400000,220000,110000,,,Manually corrected (tie-line). In BA,Mostar,POINT (17.7697 43.3028),False,400,,
79818891,16.71872,44.94099,HR,HOPS,Polygon,TS Prijedor,BA,220000,110000,,,Manually corrected (tie-line). In BA,Prijedor,POINT (16.71872 44.94099),False,220,,,
222962996,18.96601,44.68652,HR,HOPS,Polygon,TS Ugljevik,BA,400000,Elektroprijenos BiH/Електропренос БиХ,,Manually corrected (tie-line). In BA,Ugljevik,POINT (18.96601 44.68652),False,400,,,,
256339597,23.9651,54.4382,PL,PSE,Polygon,Alytus LitPol HVDC Back-to-back station ,LI,400000,330000,,,Manually corrected (tie-line). In LI,ALYTUS,POINT (23.9651 54.4382),False,400,,,
200395114,24.3764,50.2124,PL,PSE,Polygon,ДТЕС,UA,220000,110000,35000,,,Manually corrected (tie-line). In UA,DOBROTWOR,POINT (24.3764 50.2124),False,220,,
14939275,14.8385,56.153,PL,PSE,MultiPolygon,Stärnö omriktarstation ,SE,400000,Svenska Kraftnät,,Manually corrected (tie-line). In SE,STARNO,POINT (14.8385 56.153),False,400,,,,
238952272,22.5242,44.665,RO,TEL,MultiPolygon,Djerdap 1,RS,400000,110000,,,Manually corrected (tie-line). In RS,Djerdap,POINT (22.5242 44.665),False,400,,,
144787750,27.507,43.3144,RO,TEL,Polygon,Подстанция Варна,BG,750000,400000,15750,НЕК,,Manually corrected (tie-line). In BG,Varna,POINT (27.507 43.3144),False,400,,
157471230,23.7777,43.7451,RO,TEL,Polygon,Подстанция Козлодуй ,BG,400000,220000,,,Manually corrected (tie-line). In BG,Kozlodui,POINT (23.7777 43.7451),False,400,,,
200516868,27.5742,43.3327,RO,TEL,Polygon,Dobrudja ,BG,400000,220000,110000,,,Manually corrected (tie-line). In BG,Dobrudja,POINT (27.5742 43.3327),False,400,,
49437741,28.5006,45.7105,RO,TEL,Polygon,Vulcăneşti,MO,400000,110000,10000,,,Manually corrected (tie-line). In MO,Vulcanesti,POINT (28.5006 45.7105),False,400,,
41892273,13.4715,45.8522,SI,ELES,Polygon,Redipuglia,IT,380000,Terna,,Manually corrected (tie-line). In IT,Redipuglia,POINT (13.4715 45.8522),False,400,,,,
61038773,13.83145,45.66334,SI,ELES,Polygon,Padriciano,IT,220000,Terna,,Manually corrected (tie-line). In IT,Padriciano,POINT (13.83145 45.66334),False,220,,,,
38868243T,12.7397333786963,47.277595484532,AT,APG,Polygon,Umspannwerk Tauern,AT,380000,220000,Austrian Power Grid AG,,,"Tauern, TR Tauern TARHU41, TR Tauern TARHU42, PST Tauern TAPST",POINT (12.739733378696268 47.27759548453195),True,220,,,
81540198T,13.0818706686737,48.2565195367273,AT,APG,Polygon,Umspannwerk St. Peter,AT,380000,Austrian Power Grid AG,,,"St. Peter, St.Peter, TR St. Peter SPRHU41, TR St. Peter SPRHU42, TR St. Peter SPRHU43",POINT (13.081870668673746 48.256519536727325),True,220,,,,
162826525T,12.8057609552738,46.8250440199944,AT,APG,Polygon,Lienz,AT,380000,220000,110000,Austrian Power Grid AG,,,"Lienz, TR Lienz LIRHU41, TR Lienz LIRHU42, PST Lienz LIPST",POINT (12.805760955273785 46.82504401999443),True,220,,
727225348T,10.8738451987221,47.244246681269,AT,APG,Polygon,APG Umspannwerk Westtirol,AT,380000,220000,110000,Austrian Power Grid AG,,,"Westtirol, TR Westtirol WTRHU41",POINT (10.873845198722057 47.24424668126896),True,220,,
83831570T,14.681460598338,46.6684541937863,AT,APG,Polygon,Umspannwerk Obersielach,AT,380000,220000,110000,Austrian Power Grid AG,,,"Obersielach, TR Obersielach OSRHU41, TR Obersielach OSRHU43, TR Obersielach OSRHU42",POINT (14.681460598338008 46.66845419378629),True,220,,
27795895T,16.420069271974,48.1239036096151,AT,APG,Polygon,Umspannwerk Wien Südost,AT,380000,220000,110000,Austrian Power Grid AG,,,"Wien Suedost, Wien, TR Wien Suedost SORHU41, TR Wien Suedost SORHU43",POINT (16.420069271973972 48.12390360961506),True,220,,
105065132T,13.0668430610187,47.8880497091321,AT,APG,Polygon,Umspannwerk Salzburg,AT,220000,Austrian Power Grid AG,,,Salzburg Elixhausen,POINT (13.066843061018709 47.8880497091321),True,220,,,,
156973414T,11.8978438077027,47.2334472645299,AT,APG,Polygon,Umspannwerk Zell am Ziller,AT,380000,220000,110000,Austrian Power Grid AG,,,"Zell am Ziller, TR Zell am Ziller ZZRHU41, TR Zell am Ziller ZZRHU42",POINT (11.897843807702728 47.23344726452986),True,220,,
24253250T,16.378280117632,48.3577552950349,AT,APG,Polygon,Umspannwerk Bisamberg,AT,380000,220000,110000,Austrian Power Grid AG,,,Bisamberg,POINT (16.378280117631984 48.35775529503493),True,220,,
24253250TT,16.378280117632,48.3577552950349,AT,APG,Polygon,Umspannwerk Bisamberg,AT,380000,220000,110000,Austrian Power Grid AG,,,Bisamberg,POINT (16.378280117631984 48.35775529503493),True,110,,
59531071T,15.8852383779262,48.3289372743837,AT,APG,Polygon,Umspannwerk Dürnrohr,AT,380000,220000,110000,Austrian Power Grid,Netz Niederösterreich,,Duplicated OSM name: 59531071 122592181 ,"Duernrohr, Durnrohr, TR Duernrohr DURHU41, TR Duernrohr DURHU42",POINT (15.885238377926218 48.32893727438369),True,220,
96616299T,16.8000039753795,48.6058347285632,AT,APG,Polygon,Umspannwerk Neusiedl an der Zaya,AT,380000,220000,110000,Netz NÖ,APG,Zaya,Matched using the alt_name.,"Zaya, TR Zaya ZYRHU41",POINT (16.800003975379468 48.60583472856317),True,220,
7578992T,5.47188028413801,50.5402535030315,BE,ELIA,MultiPolygon,Rimière,BE,380000,220000,70000,Elias,,,"RIMIERE, TR RIMIERE 380/220 TFO 8, TR RIMIERE 380/220 TFO 9",POINT (5.4718802841380105 50.540253503031536),True,220,,
88799384T,5.84336273736979,50.3754980113837,BE,ELIA,Polygon,Brume,BE,380000,220000,Elia,,,"BRUME, BRUME SNCB, TR BRUME 380/220 TFO 1",POINT (5.843362737369794 50.375498011383655),True,220,,,
23141556T,5.66808559756191,50.7543828620054,BE,ELIA,Polygon,380 kV Lixhe,BE,380000,220000,,,,"LIXHE, Lixhe, TR LIXHE 380/220 TFO 11, TR LIXHE 380/220 TFO 6",POINT (5.668085597561913 50.75438286200539),True,220,,,
392090271T,3.1839019958695,51.3259479332263,BE,ELIA,Polygon,Stevin,BE,380000,220000,150000,Elia,,,"STEVIN, TR STEVIN 380/220 TFO 3, TR STEVIN 380/220 TFO 4, TR STEVIN 380/220 TFO 5, TR STEVIN 380/220 TFO 6",POINT (3.1839019958695 51.32594793322628),True,220,,
121085952T,5.79584666516985,49.5663961006623,BE,ELIA,Polygon,Aubange,BE,380000,220000,Elia,,"Manually corrected. In BE, but also in LU","AUBANGE, TR AUBANGE PST 1, TR AUBANGE 380/220 TFO 1, TR AUBANGE 380/220 TFO 2",POINT (5.795846665169853 49.56639610066227),True,220,,,
28475691T,15.1124058270013,50.6577647696535,CZ,CEPS,Polygon,Bezděčín,CZ,400000,110000,22000,ČEPS,,,Bezdecin,POINT (15.11240582700131 50.65776476965347),True,220,,
28475691TT,15.1124058270013,50.6577647696535,CZ,CEPS,Polygon,Bezděčín,CZ,400000,110000,22000,ČEPS,,,Bezdecin,POINT (15.11240582700131 50.65776476965347),True,110,,
197827799T,13.8014303949964,50.583087711059,CZ,CEPS,Polygon,Chotějovice,CZ,400000,220000,110000,35000,10000,ČEPS,,,Chotejovice,POINT (13.801430394996355 50.583087711058994),True,220
197827799TT,13.8014303949964,50.583087711059,CZ,CEPS,Polygon,Chotějovice,CZ,400000,220000,110000,35000,10000,ČEPS,,,Chotejovice,POINT (13.801430394996355 50.583087711058994),True,110
28099187T,13.3273324005706,50.3465293893251,CZ,CEPS,Polygon,Hradec,CZ,400000,220000,ČEPS,,,"Hradec, TR Hradec T402, PST Hradec 1, PST Hradec 2, PST Hradec 3, PST Hradec 4",POINT (13.3273324005706 50.34652938932505),True,220,,,
28349754T,13.6954525085772,50.3960226266592,CZ,CEPS,Polygon,Výškov,CZ,400000,220000,110000,ČEPS,,,Vyskov,POINT (13.695452508577215 50.39602262665922),True,220,,
28349754TT,13.6954525085772,50.3960226266592,CZ,CEPS,Polygon,Výškov,CZ,400000,220000,110000,ČEPS,,,Vyskov,POINT (13.695452508577215 50.39602262665922),True,110,,
27849030T,16.6990808781487,49.1122568719247,CZ,CEPS,Polygon,Sokolnice,CZ,400000,220000,110000,22000,,,,"Sokolnice, TR Sokolnice T401",POINT (16.699080878148727 49.11225687192472),True,220,
28468576T,14.768623247696,50.1430218706092,CZ,CEPS,Polygon,Rozvodna Čechy střed,CZ,400000,220000,110000,ČEPS,,,"C. Stred, TR C. Stred T401",POINT (14.768623247695958 50.143021870609175),True,220,,
28477054T,13.3352804258664,49.5896898415567,CZ,CEPS,Polygon,Přeštice,CZ,400000,220000,110000,ČEPS,,,Prestice,POINT (13.335280425866396 49.58968984155671),True,220,,
28477054TT,13.3352804258664,49.5896898415567,CZ,CEPS,Polygon,Přeštice,CZ,400000,220000,110000,ČEPS,,,Prestice,POINT (13.335280425866396 49.58968984155671),True,110,,
28625556T,17.4983451205465,49.5032635175529,CZ,CEPS,Polygon,Prosenice,CZ,400000,220000,110000,ČEPS,,,"Prosenice, TR Prosenice T401",POINT (17.498345120546542 49.50326351755285),True,220,,
149306820T,12.6752558712887,50.1607109930834,CZ,CEPS,Polygon,Vítkov,CZ,220000,110000,ČEPS,,Multiple matches,Vitkov,POINT (12.675255871288725 50.16071099308343),True,220,,,
149306820TT,12.6752558712887,50.1607109930834,CZ,CEPS,Polygon,Vítkov,CZ,220000,110000,ČEPS,,Multiple matches,Vitkov,POINT (12.675255871288725 50.16071099308343),True,110,,,
170123812T,14.268638974985,53.0978344683757,DE,50HERTZ,Polygon,Umspannwerk Vierraden,DE,380000,50Hertz Transmission,,,"Vierraden, VIERRADEN, PST Vierraden 441, PST Vierraden 443, TR Vierraden 220/400 402, TR Vierraden 220/400 404",POINT (14.268638974985045 53.09783446837573),True,220,,,,
460134233T,13.6853673737275,54.1388085028678,DE,50HERTZ,Polygon,Umspannwerk Lubmin,DE,380000,50Hertz Transmission,,Duplicated OSM name: 460134233 1091984573 ,"Lubmin, TR Lubmin 220/400 405",POINT (13.685367373727471 54.13880850286776),True,220,,,,
27149550T,12.9429349681429,52.5624976406621,DE,50HERTZ,Polygon,Umspannwerk Wustermark,DE,380000,50Hertz Transmission,,Duplicated OSM name: 27149550 940635545 ,"Wustermark, TR Wustermark 220/400 401, TR Wustermark 220/400 402",POINT (12.942934968142938 52.56249764066212),True,220,,,,
26472665T,11.6391475914243,52.2689699180689,DE,50HERTZ,Polygon,Umspannwerk Wolmirstedt,DE,380000,50Hertz Transmission,,,"Wolmirstedt, TR Wolmirstedt 220/400 403, TR Wolmirstedt 220/400 404",POINT (11.639147591424328 52.26896991806889),True,220,,,,
22973070T,13.5241131505634,52.5357936785092,DE,50HERTZ,Polygon,Umspannwerk Marzahn,DE,380000,50Hertz Transmission,,Duplicated OSM name: 22973070 940921737 ,"Marzahn, TR Marzahn 220/400 401, TR Marzahn 220/400 402",POINT (13.524113150563432 52.5357936785092),True,220,,,,
143882655T,11.123246229477,50.9983754491232,DE,50HERTZ,Polygon,Umspannwerk Vieselbach,DE,380000,50Hertz Transmission,"50 Hertz GmbH, Regionalzentrum Süd-West",Duplicated OSM name: 143882655 947801636 ,"Vieselbach, TR Vieselbach 220/400 402, TR Vieselbach 220/400 403",POINT (11.123246229477049 50.99837544912323),True,220,,,,
30622610T,9.20168360386404,53.895814639756,DE,50HERTZ,Polygon,Umspannwerk Kernkraftwerk Brunsbüttel,DE,380000,220000,110000,50Hertz Transmission,,Multiple matches,"Brunsbüttel, Brunsbuettel, TR Brunsbuettel T421",POINT (9.20168360386404 53.89581463975601),True,220,,
32062544T,12.1877835727384,53.8165047357469,DE,50HERTZ,Polygon,Umspannwerk Güstrow,DE,380000,50Hertz Transmission,,Duplicated OSM name: 32062544 942443697 1094015892 ,"Güstrow, TR Güstrow 220/400 403",POINT (12.187783572738446 53.81650473574688),True,220,,,,
32318130T,12.2135411148428,54.1119820004145,DE,50HERTZ,Polygon,Bentwisch,DE,220000,110000,E.DIS Netz GmbH,,,Bentwisch,POINT (12.213541114842796 54.111982000414535),True,220,,,
32318130TT,12.2135411148428,54.1119820004145,DE,50HERTZ,Polygon,Bentwisch,DE,220000,110000,E.DIS Netz GmbH,,,Bentwisch,POINT (12.213541114842796 54.111982000414535),True,110,,,
29331499T,13.3063406958599,52.2308206609272,DE,50HERTZ,Polygon,Umspannwerk Thyrow,DE,220000,50Hertz Transmission,,Duplicated OSM name: 29331499 940470389 ,"Thyrow, TR Thyrow 220/400 401",POINT (13.30634069585986 52.23082066092722),True,220,,,,
137197826T,13.7101638454948,52.5391282624823,DE,50HERTZ,Polygon,Umspannwerk Neuenhagen,DE,380000,50Hertz Transmission,,Duplicated OSM name: 137197826 942448206 ,"Neuenhagen, TR Neuenhagen 220/400 401, TR Neuenhagen 220/400 402",POINT (13.710163845494778 52.539128262482336),True,220,,,,
22720647T,9.98405879156103,53.741479112353,DE,50HERTZ,Polygon,Hamburg Nord,DE,380000,220000,50Hertz Transmission,,Duplicated OSM name: 22720647 28008024 ,"Hamburg/Nord, Hamburg/N, TR Hamburg/Nord 220/400 405, TR Hamburg/Nord 220/400 406",POINT (9.984058791561033 53.74147911235296),True,220,,,
156673637T,12.0455074581838,50.7809488693195,DE,50HERTZ,Polygon,Umspannwerk Weida,DE,220000,50Hertz Transmission,,Duplicated OSM name: 156673637 945346148 ,Weida,POINT (12.045507458183804 50.78094886931945),True,220,,,,
156673637TT,12.0455074581838,50.7809488693195,DE,50HERTZ,Polygon,Umspannwerk Weida,DE,220000,50Hertz Transmission,,Duplicated OSM name: 156673637 945346148 ,Weida,POINT (12.045507458183804 50.78094886931945),True,110,,,,
32843531T,12.5170635484028,51.1562514371421,DE,50HERTZ,Polygon,Umspannwerk Eula,DE,220000,50Hertz Transmission,,Duplicated OSM name: 32843531 946206351 ,"Eula, TR Eula 220/400 401",POINT (12.517063548402785 51.156251437142096),True,220,,,,
23117075T,12.8150824799009,50.8586894795485,DE,50HERTZ,Polygon,Umspannwerk Röhrsdorf,DE,380000,50Hertz Transmission,,Duplicated OSM name: 23117075 943135226 ,"Röhrsdorf, Rohrsdorf, TR Röhrsdorf 220/400 402, TR Röhrsdorf 220/400 403, PST Röhrsdorf 441, PST Röhrsdorf 442",POINT (12.815082479900903 50.85868947954853),True,220,,,,
57727004T,10.3624997384744,47.7386599439863,DE,Amprion GmbH,Polygon,Umspannanlage Leupolz,DE,380000,220000,110000,Amprion,,,"Leupolz, Kempten",POINT (10.362499738474432 47.73865994398629),True,220,,
57727004TT,10.3624997384744,47.7386599439863,DE,Amprion GmbH,Polygon,Umspannanlage Leupolz,DE,380000,220000,110000,Amprion,,,"Leupolz, Kempten",POINT (10.362499738474432 47.73865994398629),True,110,,
27919734T,6.7097559468,51.090932472,DE,Amprion GmbH,Polygon,Station Gohrpunkt,DE,220000,110000,,,Y-junction at 15.35 km from the station,"Y-Osterath, Gohrpunkt",POINT (6.7097559468 51.090932472),True,220,,,
27919734TT,6.7097559468,51.090932472,DE,Amprion GmbH,Polygon,Station Gohrpunkt,DE,220000,110000,,,Y-junction at 15.35 km from the station,"Y-Osterath, Gohrpunkt",POINT (6.7097559468 51.090932472),True,110,,,
979801144T,7.01160042282716,52.1776391379747,DE,Amprion GmbH,Polygon,Kottigerhook 380 kV,DE,380000,110000,Amprion,,,"Kottigerhook, Y-Hanekenfaehr",POINT (7.011600422827162 52.17763913797465),True,220,,,
979801144TT,7.01160042282716,52.1776391379747,DE,Amprion GmbH,Polygon,Kottigerhook 380 kV,DE,380000,110000,Amprion,,,"Kottigerhook, Y-Hanekenfaehr",POINT (7.011600422827162 52.17763913797465),True,110,,,
114319248T,7.89038606421783,52.2779404151712,DE,Amprion GmbH,Polygon,Station Westerkappeln,DE,380000,Amprion,,Duplicated OSM name: 114319248 954305865 ,"Westerkappeln, TR Westerkappeln",POINT (7.890386064217834 52.27794041517119),True,220,,,,
29077623T,7.06022172212222,51.6963974773686,DE,Amprion GmbH,Polygon,Umspannwerk Kusenhorst,DE,380000,220000,110000,Amprion,Westnetz,,,"Kusenhorst, TR Kusenhorst",POINT (7.060221722122223 51.69639747736863),True,220,
88916034T,7.95807591431562,47.595477945247,DE,Amprion GmbH,Polygon,Lastverteilung/Schaltanlage Kühmoos,DE,380000,220000,Schluchseewerk AG,,,"Kuehmoos, TR / 380-220kV / Kuehmoos Trafo 401",POINT (7.958075914315617 47.59547794524703),True,220,,,
152403632T,7.86378483513833,50.7681052607007,DE,Amprion GmbH,Polygon,Station Dauersberg,DE,380000,220000,110000,RWE,,,"Dauersberg, TR Dauersberg",POINT (7.86378483513833 50.76810526070069),True,220,,
25802269T,9.19079267754546,48.9144150869625,DE,Amprion GmbH,Polygon,Amprion Umspannwerk Hoheneck,DE,380000,220000,110000,Amprion,,,"Hoheneck, TR Hoheneck",POINT (9.190792677545456 48.914415086962464),True,220,,
24839976T,6.70219478451401,51.0088598622371,DE,Amprion GmbH,Polygon,Umspannwerk Rommerskirchen,DE,380000,220000,Amprion,,,"Rommerskirchen 1, Y-Rommerskirchen, Rommerskirchen, TR Rommerskirchen",POINT (6.702194784514007 51.008859862237074),True,220,,,
113546939T,7.12572880286175,51.4490659903412,DE,Amprion GmbH,Polygon,Station Eiberg,DE,380000,220000,110000,Amprion,,,"Eiberg, TR Eiberg",POINT (7.1257288028617465 51.44906599034116),True,220,,
61918154T,7.30824179385625,52.476790953399,DE,Amprion GmbH,Polygon,Hanekenfähr,DE,380000,220000,110000,Amprion,,,"Hanekenfaehr, TR Hanekenfaehr",POINT (7.308241793856247 52.47679095339899),True,220,,
31367940T,8.25882766326435,47.6342088866863,DE,Amprion GmbH,Polygon,Umspannwerk Tiengen,DE,380000,220000,110000,Amprion,,,"Tiengen, TR Tiengen",POINT (8.258827663264354 47.634208886686295),True,220,,
29472852T,7.72569578028251,52.2771864950396,DE,Amprion GmbH,Polygon,Station Ibbenbüren,DE,380000,220000,110000,Amprion,Westnetz,,,Ibbenbueren,POINT (7.725695780282513 52.27718649503957),True,220,
29472852TT,7.72569578028251,52.2771864950396,DE,Amprion GmbH,Polygon,Station Ibbenbüren,DE,380000,220000,110000,Amprion,Westnetz,,,Ibbenbueren,POINT (7.725695780282513 52.27718649503957),True,110,
49577401T,6.80190192618383,51.124931543129,DE,Amprion GmbH,Polygon,Station Sankt Peter 220 kV,DE,220000,110000,RWE,,Multiple matches,"St Peter, TR St. Peter",POINT (6.801901926183832 51.124931543129016),True,220,,,
89352550T,7.24037477230689,49.357649764381,DE,Amprion GmbH,Polygon,Schaltanlage St. Barbara,DE,380000,220000,110000,65000,Amprion / STEAG,,,St Barbara,POINT (7.240374772306893 49.35764976438098),True,220,
89352550TT,7.24037477230689,49.357649764381,DE,Amprion GmbH,Polygon,Schaltanlage St. Barbara,DE,380000,220000,110000,65000,Amprion / STEAG,,,St Barbara,POINT (7.240374772306893 49.35764976438098),True,110,
24799890T,6.62582900435171,51.2606112981062,DE,Amprion GmbH,Polygon,Station Osterath,DE,220000,110000,RWE,,Duplicated OSM name: 24799890 77179271 ,Osterath,POINT (6.625829004351707 51.26061129810617),True,220,,,
24799890TT,6.62582900435171,51.2606112981062,DE,Amprion GmbH,Polygon,Station Osterath,DE,220000,110000,RWE,,Duplicated OSM name: 24799890 77179271 ,Osterath,POINT (6.625829004351707 51.26061129810617),True,110,,,
22761839T,6.96553374247457,51.0699360192802,DE,Amprion GmbH,Polygon,Station Opladen,DE,380000,220000,110000,RWE,,,"Opladen, TR Opladen",POINT (6.965533742474572 51.069936019280185),True,220,,
18629425T,11.3704087905121,48.2914898737703,DE,Amprion GmbH,Polygon,Umspannwerk Oberbachern,DE,380000,220000,110000,TenneT TSO GmbH,E.ON Netz GmbH,,,"Oberbachern, TR Oberbachern T421",POINT (11.370408790512055 48.291489873770296),True,220,
24478889T,6.71519747219922,51.5268080533946,DE,Amprion GmbH,Polygon,Station Walsum,DE,220000,110000,Amprion,,Multiple matches,"Walsum, TR Walsum",POINT (6.71519747219922 51.52680805339456),True,220,,,
395847307T,7.44948914707685,50.4025303263638,DE,Amprion GmbH,Polygon,Station Weißenthurm,DE,380000,220000,110000,Amprion,,,"Weissenthurm, TR Weissenthurm",POINT (7.449489147076854 50.40253032636379),True,220,,
54359256T,6.99645920269983,49.3754033220603,DE,Amprion GmbH,Polygon,Umspannwerk Uchtelfangen,DE,380000,220000,110000,Amprion,,,"Uchtelfangen, TR Uchtelfangen",POINT (6.9964592026998345 49.37540332206032),True,220,,
82773910T,6.77320787981145,49.2910742143574,DE,Amprion GmbH,Polygon,Umspannanlage Ensdorf,DE,380000,220000,110000,,,,"Ensdorf, ENSDORF, TR Ensdorf",POINT (6.773207879811451 49.29107421435737),True,220,,
42507488T,7.70903873905483,51.6764667192139,DE,Amprion GmbH,Polygon,Station Gersteinwerk,DE,220000,Amprion,,Duplicated OSM name: 42507488 952594482 ,"Gersteinwerk, TR Gersteinwerk",POINT (7.709038739054832 51.67646671921392),True,220,,,,
42410916T,8.95870859130953,50.0826077917696,DE,Amprion GmbH,Polygon,Großkrotzenburg,DE,380000,220000,TenneT TSO GmbH,,,"Großkrotzenburg, Grosskrotzenburg, TR Grosskrotzenburg T422, TR Grosskrotzenburg T423, TR Grosskrotzenburg T421",POINT (8.958708591309529 50.08260779176962),True,220,,,
37764852T,8.10463905494262,52.2651043342803,DE,Amprion GmbH,Polygon,Lüstringen,DE,380000,220000,110000,Amprion,Westnetz,,,Luestringen,POINT (8.104639054942622 52.26510433428034),True,220,
37764852TT,8.10463905494262,52.2651043342803,DE,Amprion GmbH,Polygon,Lüstringen,DE,380000,220000,110000,Amprion,Westnetz,,,Luestringen,POINT (8.104639054942622 52.26510433428034),True,110,
149987048T,8.41937316081905,49.6337190755732,DE,Amprion GmbH,Polygon,Station Bürstadt,DE,380000,220000,Amprion,,,"Buerstadt, TR Buerstadt",POINT (8.419373160819045 49.63371907557318),True,220,,,
346125661T,9.2182231,48.5324241,DE,Amprion GmbH,Point,,DE,380000,,,Y-junction at 61 km from the station,"Y-Herbertingen, Y-Hoheneck",POINT (9.2182231 48.5324241),True,220,,,,
152261133T,8.31334022540613,49.0090434726612,DE,Amprion GmbH,Polygon,Karlsruhe-Daxlanden,DE,380000,220000,110000,EnBW,,,"Daxlanden, TR / 380-220kV / Daxlanden / Trafo 401, TR / 380-220kV / Daxlanden / Trafo 402",POINT (8.31334022540613 49.009043472661205),True,220,,
23284340T,8.77227503466739,49.9745743409486,DE,Amprion GmbH,Polygon,Umspannwerk Urberach,DE,380000,220000,110000,Amprion,,,"Urberach, Urberach (NEU), TR Urberach",POINT (8.772275034667391 49.97457434094864),True,220,,
24264701T,8.65961001245918,52.0003485738253,DE,Amprion GmbH,Polygon,Bechterdissen,DE,220000,110000,TenneT TSO GmbH,,Duplicated OSM name: 24264701 957746797 ,"Bechterdissen, TR Bechterdissen T424, TR Bechterdissen T423",POINT (8.659610012459176 52.00034857382529),True,220,,,
